LSOACODE,AVEPRICE,AVEINCOME,IMDSCORE,PTAINDEX
E01004463,340482.53,44810,21.3,6.27
E01004464,470591.22,36016.67,45.3,10.48
E01004465,471150,46086.67,23,14.7
E01004466,535285.26,49990,19.6,10.38
E01004467,298485.15,39070,39.6,14.88
E01004468,448969.64,47886.67,23.6,4.49
E01004469,357369.65,35726.67,48.8,7.58
E01004470,390106.49,38940,38.7,11.08
E01004471,326711.11,38236.67,37,9.51
E01004472,925396.99,71510,10,20.74
E01004473,642254.05,67213.33,13.6,24.19
E01004474,511350.41,63866.67,16.7,29.09
E01004475,674949.62,66086.67,17.7,24.93
E01004476,633471.79,64650,15.4,18.75
E01004477,1677975.94,87376.67,5.6,9.36
E01004478,1355441.79,87876.67,4.5,4.46
E01004479,1414644.96,81116.67,8.8,12.32
E01004480,752425.4,70626.67,8.4,19.4
E01004481,543017.08,60190,17,22.86
E01004482,529481.93,59030,19.1,13.34
E01004483,414737.54,62340,18.5,6.25
E01004484,572949.98,63130,21.5,13.03
E01004485,868334.85,60193.33,16.7,24.81
E01004486,695571.71,62116.67,19,4.89
E01004487,692961.6,59426.67,25.2,12.94
E01004488,962372.56,63146.67,19.5,19.26
E01004489,961532.4,63626.67,28.5,10.88
E01004490,716790.53,65480,7.4,15.66
E01004491,365353.09,52353.33,15.7,6.74
E01004492,553657.76,57856.67,17.8,8.64
E01004493,547163.75,61000,17,14.17
E01004494,513835.34,53753.33,20.7,11.35
E01004495,473325.92,49720,24.8,18
E01004496,533144.33,58193.33,13.9,21.01
E01004497,740058.86,56943.33,16.1,15.22
E01004498,647300.33,63020,9.6,20.22
E01004499,704015.3,67706.67,13.5,13.07
E01004500,493615.32,61413.33,13.7,22.31
E01004501,684700.15,59906.67,17.4,16.84
E01004502,781466.2,70570,8.7,8.42
E01004503,674190.56,61596.67,20.1,9.28
E01004504,789429.6,68526.67,8.2,6.65
E01004505,658470.28,63020,12.5,12.67
E01004506,754904.61,68393.33,10.6,26.18
E01004507,606460.34,63816.67,9.8,21.23
E01004508,800239.01,63840,12.2,65.37
E01004509,530546.51,65030,17.2,19.04
E01004510,714168.12,63850,11.4,28.65
E01004511,717157.81,71410,9.1,16.4
E01004512,894896.17,71303.33,13.2,11.56
E01004513,410303.94,51950,17.3,11.3
E01004514,898812.06,69803.33,11,23.4
E01004515,572900.33,61110,19.8,46.41
E01004516,692040.62,58203.33,11.5,4.56
E01004517,435058.53,49303.33,20.4,10.91
E01004518,559385.78,55496.67,14.6,7.34
E01004519,557752.82,50573.33,21.1,13.92
E01004520,513570.98,50000,18.2,9.28
E01004521,460768.12,50766.67,20.5,7
E01004522,430255.47,48776.67,19.6,7.79
E01004523,441966.06,51756.67,21,5.71
E01004524,281350.57,42663.33,42.1,8.77
E01004525,537515.06,48986.67,25.2,34.28
E01004526,427891.67,49663.33,26.2,30.67
E01004527,608819.79,51080,19.2,26.68
E01004528,358295.35,46750,33,18.08
E01004529,478749.87,51746.67,15.9,22.41
E01004530,512202.04,51666.67,14.9,22.1
E01004531,563140.32,48620,24.9,16.01
E01004532,601341.52,55056.67,17.1,3.44
E01004533,586897.85,47813.33,29,11.89
E01004534,817824.53,65060,15.6,33.31
E01004535,253478.37,37353.33,41.5,60.82
E01004536,336537.15,51313.33,28.2,69.97
E01004537,392805.36,39753.33,36.2,58.47
E01004538,460876.9,44450,26.7,17.39
E01004539,379083.33,39976.67,39.5,7.91
E01004540,764694.64,48396.67,29.5,9.47
E01004541,358139.71,40276.67,45.3,54.93
E01004542,970866.85,75296.67,7.2,18.86
E01004543,996481.3,76786.67,10.2,18.24
E01004544,922397.81,75550,11.5,26.04
E01004545,450131.11,64620,13.5,30.23
E01004546,813924.37,70376.67,8,23.46
E01004547,711079.93,63230,24.3,18.71
E01004548,481643.48,58573.33,19.7,23.92
E01004549,1049137.82,64296.67,19.3,15.97
E01004550,745573.87,72060,16.1,19
E01004551,549952.24,60843.33,23.5,80.02
E01004552,654412.12,72643.33,12.1,70.78
E01004553,754072.55,70636.67,13.4,56.07
E01004554,966763.82,81520,8.5,16.8
E01004555,1253062.44,85506.67,5.8,6.42
E01004556,1221314.72,89550,5.6,25.54
E01004557,1033978.66,73363.33,9.8,22.39
E01004558,1008773.81,75386.67,7.5,5.91
E01004559,1303131.13,81173.33,7.5,9.94
E01004560,1081057.72,60096.67,19.1,6.29
E01004562,816535.38,43573.33,27.5,13.17
E01004563,381970.53,44173.33,33.4,15.81
E01004564,568252.43,53146.67,17.6,15.85
E01004565,628284,56136.67,22.5,17.98
E01004566,975907.66,64073.33,13.7,23.17
E01004567,433787.67,42313.33,36.7,5.71
E01004568,142732.78,37270,27.2,6.27
E01004569,508659.25,44936.67,25.3,9.73
E01004570,277744.68,37076.67,34.7,9.88
E01004571,346206.66,39670,30,10.06
E01004572,867200.47,48606.67,23.1,7.32
E01004573,327020.48,43776.67,29.4,3.67
E01004574,212732.64,35943.33,38.6,4.84
E01004575,366946.75,40150,26.9,5.35
E01004576,791014.83,45686.67,26.6,1.03
E01004577,1031689.61,57730,16.8,11.83
E01004579,846037.71,62913.33,19.4,10.04
E01004580,474366.41,53293.33,23.8,35.85
E01004581,542742.27,56480,17.1,6.68
E01004582,1385893.89,66990,9.1,9.04
E01004583,941324.86,60890,15.2,10.3
E01004584,319144.29,41340,41.4,8.65
E01004585,751477.76,68600,12.6,54.16
E01004586,729734.16,73410,12.5,58.53
E01004587,990333.58,76976.67,10,11.9
E01004588,849024.08,71153.33,14.1,71.35
E01004589,876224.5,77326.67,10.9,24.4
E01004590,622942.37,54650,27.4,7.74
E01004591,564586.29,56913.33,22.3,13.67
E01004592,734576.45,56710,27.6,11.57
E01004593,545237.7,64136.67,8.4,8.34
E01004594,915326.84,72446.67,5.4,11.32
E01004595,652258.99,65126.67,7.7,7.92
E01004596,833983.74,73270,6.3,11.53
E01004597,795720.61,69220,12.5,7.43
E01004598,562032.77,68253.33,6.9,17.83
E01004599,904654.23,75483.33,3.5,7.77
E01004600,484701.89,48130,29.9,19.98
E01004601,490769.95,54186.67,18.9,10.53
E01004602,795608.64,73210,9.2,29.1
E01004604,1398779.22,85340,7.2,6.58
E01004605,952489.85,70830,12.5,5.84
E01004606,901925.78,74630,7.2,13.78
E01004607,1112538.93,77330,6.4,18.68
E01004608,821988.19,69093.33,15.4,30.82
E01004609,743977.02,72873.33,12.1,32.78
E01004610,502196.2,48426.67,21,13.98
E01004611,628760.88,54540,21.7,14.33
E01004612,545724.12,51103.33,22.1,17.93
E01004613,507199.46,42446.67,39.2,25.52
E01004614,485232,46803.33,21.5,20.74
E01004615,418030.73,42213.33,39.7,11.91
E01004616,456963.3,46926.67,19.5,31.19
E01004617,469895.44,44613.33,26.6,14.51
E01004618,765485.41,60003.33,14.4,15.38
E01004619,1608419.32,79673.33,13.6,5.13
E01004620,714399.73,65020,13.1,4.92
E01004621,980730.81,66480,17,12.75
E01004622,490764.43,56273.33,21.5,3.16
E01004623,810509.57,68916.67,9.6,11.92
E01004624,625966.44,60376.67,18,9.31
E01004625,1512117.5,87650,7.9,3.97
E01004626,680595.48,70953.33,14.3,6.01
E01004627,1009065.05,73383.33,11.4,16.3
E01004628,507759.52,52566.67,23.5,5.32
E01004629,867784.24,65580,11.1,9.32
E01004630,381851.92,42926.67,30.4,8.87
E01004631,384229.1,47170,23.4,8.34
E01004632,603611.52,58213.33,8.3,9.61
E01004633,299894.2,44973.33,28.5,9.57
E01004634,510711.72,55813.33,14,5.71
E01004635,480045.51,55930,12.5,9.45
E01004636,626529.21,56670,14,4.9
E01004637,512844.41,53243.33,14.1,6.43
E01004638,1606995.3,80250,7.2,3.92
E01004639,692433.52,62140,13.1,4.89
E01004640,925017.25,66940,6.5,8.41
E01004641,724291.99,59593.33,19.2,11.34
E01004642,586566.35,50290,22.5,4.81
E01004643,610447.05,50456.67,23.3,11.11
E01004644,681197.24,53493.33,20,6.23
E01004645,435682.7,44826.67,29.5,6.09
E01004646,2272876.76,109043.33,17.8,17.32
E01004647,1749832.74,88296.67,18.4,14.8
E01004648,1151882.08,78993.33,19.2,18.6
E01004649,1590921.94,93366.67,10,21.66
E01004650,1303481.9,89510,12.5,21.51
E01004651,812976.83,77876.67,17.2,22.43
E01004652,978989.77,74890,23,46.81
E01004653,1758682.79,93710,16,22.06
E01004654,1828310.94,86063.33,18.8,26.15
E01004656,963079.19,75636.67,32.5,32.97
E01004657,1743272,94726.67,18.4,65.46
E01004658,1046758.1,71566.67,26.7,60.58
E01004659,832989.54,79430,14.3,51.73
E01004660,1441664.88,91730,12.7,67.55
E01004661,1310687.03,79356.67,28.3,67.45
E01004662,1248738.65,86523.33,17.5,64.33
E01004663,1685440.23,85966.67,22.1,62.84
E01004665,427369.44,49400,52.6,9.84
E01004666,4217901.51,68063.33,29.9,57.52
E01004667,1004184.57,63806.67,33.2,46.02
E01004668,1279052.23,65323.33,23.7,12.09
E01004669,516238.68,55473.33,40.4,10.35
E01004670,446030.87,40483.33,57.9,22.77
E01004674,589883.55,52100,45.6,21.59
E01004675,541492.7,54563.33,48.1,21.77
E01004676,682163.11,66450,28.9,19.95
E01004677,587912.62,60130,28.5,20.78
E01004678,574900.32,58043.33,31.3,23.15
E01004679,565264.3,54090,40.6,20.83
E01004680,1730203.3,87163.33,15.6,52.28
E01004681,804722.7,81680,18.1,48.29
E01004682,993988.4,78980,21.5,58.46
E01004683,2425470.37,93223.33,12.9,51.91
E01004684,948151.42,68223.33,30.8,59.62
E01004686,753537.02,61650,35.1,52.76
E01004687,5208119.32,166110,9.6,56.14
E01004688,1455383.06,124363.33,8.4,17.08
E01004689,5486891.11,166463.33,19.3,21.65
E01004690,4751456.53,162470,9.3,79.55
E01004691,3466798.52,134773.33,14.2,36.68
E01004692,5751342.28,143933.33,11.1,19.09
E01004693,1702852.61,92090,17.3,32.35
E01004694,1457663.5,87850,22.9,42.61
E01004695,933551.63,79083.33,20.4,28.8
E01004696,605615,60490,40.8,35.88
E01004697,940494.27,79406.67,22.9,46.77
E01004698,1246028.6,76003.33,26.9,32.02
E01004699,923757.17,78203.33,22.7,36.67
E01004700,1546692.46,83010,18.1,43.66
E01004701,973833.49,85836.67,17.8,20.35
E01004702,517451.28,49363.33,53.2,35.21
E01004703,1800083.26,90250,16.1,29.34
E01004705,1566919.79,91543.33,11.1,21.32
E01004706,916896.08,88136.67,15.4,16.19
E01004707,1045418.09,90496.67,10.8,16
E01004708,751574.18,70706.67,31.5,20.49
E01004709,930689.42,74200,29.1,20.28
E01004710,539826.16,54650,44.6,24.35
E01004711,751558.33,58446.67,35.3,19.86
E01004712,1379135.11,91656.67,15.6,63.35
E01004713,2563058.76,106320,11,50.04
E01004714,1739049.82,98570,16.1,63.55
E01004715,1227380.16,73133.33,22.8,52.75
E01004716,2223814.91,97773.33,12,47.7
E01004717,1644170.13,94566.67,15.1,53.75
E01004718,538438,55556.67,35.9,20.43
E01004719,693370.12,56450,34.9,16.61
E01004720,727762.3,56710,41.3,19.32
E01004721,561867.15,49666.67,50.6,15.4
E01004722,494304.87,46590,46.6,18.96
E01004723,669785.81,55256.67,37,21.63
E01004724,1208402.9,75550,16.5,14.76
E01004725,1799025.39,64143.33,38.3,16.86
E01004726,1640824.78,77703.33,15.3,20.43
E01004727,1614401.26,87683.33,12.4,18.39
E01004728,1028186.12,69016.67,22.5,22.91
E01004729,1107703.21,63200,35.6,19.98
E01004730,1497712.98,86810,12.7,2.84
E01004731,1236379.61,94286.67,16.8,58.05
E01004732,1397516.72,68380,54,44.03
E01004733,1479009.54,91113.33,20.5,47.87
E01004734,1897090.83,76766.67,32.7,97.9
E01004735,1229643.6,78696.67,28.8,91.81
E01004736,2492004.05,92120,17.4,62.29
E01004737,1301536.33,80523.33,21.6,35.7
E01004738,1058695,84736.67,15,19.61
E01004739,860799.08,79993.33,12.5,12.14
E01004740,656562.29,61803.33,39.8,61.17
E01004741,787002.36,71350,28,48.65
E01004742,985702.33,86683.33,13.7,44.39
E01004743,1401364.71,71800,27.3,21.76
E01004744,1301287.92,76400,29.8,62.92
E01004745,901304.61,74793.33,20.2,28.27
E01004746,603814.43,59700,38.5,23.07
E01004747,987375.3,74400,27.7,54.07
E01004748,1787145.39,93123.33,14.4,78.45
E01004749,1225259.71,86590,16.8,66.93
E01004750,1406578.78,73150,26.4,80.61
E01004751,1033335.54,91250,17.5,57.5
E01004752,779410.44,75310,27.4,22.26
E01004753,778752.84,81213.33,20.8,30.21
E01004754,732948.67,45980,63.6,18.42
E01004755,528397.73,53060,34.6,19.79
E01004756,713327.17,65086.67,27.8,18.79
E01004757,654551.44,48270,54.9,26.65
E01004760,827350.82,65396.67,31.6,16.57
E01004761,3329571.44,101216.67,13.9,53.41
E01004762,3289629.73,102466.67,13.7,55.36
E01004763,1560634.59,77920,30.9,73.92
E01004765,1697127.7,84933.33,22.4,67.26
E01015924,928548.68,77993.33,20.8,58.46
E01015925,246681.04,45646.67,22.5,5.55
E01015971,531290.41,36080,52.1,22.6
E01015978,352773.17,45196.67,12.2,2.89
E01016482,195198.44,39420,21.5,9.97
E01017810,260258.1,38476.67,42.1,11
E01017811,648854.05,62140,4.9,3.9
E01017812,481194.75,43190,41.8,24.64
E01017813,483098.23,43996.67,20.4,4.91
E01017826,525479.68,63230,13.9,24.3
E01017827,351407.28,35393.33,36.8,15.66
E01021443,754302.02,62546.67,10.3,5.3
E01021468,316091.17,36750,25.4,4.27
E01021473,324333.83,44213.33,26.5,13.66
E01021744,356579.97,47856.67,6.2,5.63
E01021745,274015.29,40060,51.4,27.74
E01021746,383191.05,47530,10.2,5.89
E01021748,280416.28,38833.33,22.4,2.83
E01021749,247158.84,37346.67,32.4,8.39
E01021750,382142.46,44623.33,39.1,15.99
E01021752,412821.06,42053.33,28.2,23.28
E01021764,294388.13,42530,18.1,5
E01021765,388483.94,46490,24.2,10.8
E01021766,754904.61,60923.33,7.2,11.46
E01021770,258351.22,35316.67,50.9,7.48
E01021780,686023.86,59596.67,23.2,1.58
E01021800,317459.97,39046.67,36.8,12.88
E01021806,387931.34,50010,6.2,5.47
E01021817,446609.97,38446.67,14.7,7.25
E01023293,322087.85,42023.33,19.2,6.08
E01023311,536409.58,56860,41.3,48.29
E01023313,1677975.94,79446.67,12.3,10.45
E01023337,684107.78,49153.33,43.2,5.12
E01023338,1196223.25,65416.67,15.2,17.52
E01023339,770727.51,52786.67,16.7,13.13
E01023542,507199.46,56030,3.9,6.26
E01023543,771989.07,61253.33,13.6,20.18
E01023546,256896.73,48123.33,22.3,4.99
E01023547,959000,62726.67,20.1,34.53
E01023548,901304.61,67523.33,10,16.97
E01023550,630851.49,50756.67,19.7,10.72
E01023564,371987.86,41826.67,36.3,21.12
E01023566,542287.29,49293.33,25.5,7.92
E01023574,279887.64,40573.33,26,3.93
E01023575,585727.13,60726.67,6.3,8.18
E01023576,353398.54,38420,43.8,7.74
E01023584,569010.84,40783.33,39.8,24.86
E01023805,446609.97,39250,19.2,2.01
E01023806,865103.25,69900,9.5,23.4
E01023810,410493.7,43443.33,26,2.08
E01023837,350466.27,43940,33.4,15.4
E01023839,362284.89,41693.33,20.3,4.05
E01023840,329203.5,47130,12.9,6.14
E01023841,309705.62,42286.67,15.2,4.72
E01023849,658251.03,61770,3.7,9.82
E01023947,662545.4,61223.33,11,4.33
E01024144,407513.73,49213.33,13.9,10.21
E01024146,327780.27,42503.33,16.6,6.56
E01024147,360087.5,46470,17.1,5.57
E01024151,252441.63,40233.33,26.7,9.54
E01024152,443678.47,54493.33,18.3,12.51
E01024153,460660.38,69743.33,15,18.34
E01024180,229671.03,40160,17.1,6.84
E01024183,341229.71,47586.67,21,15.01
E01024186,350029.48,44406.67,13.4,9.51
E01024419,388673.42,40800,24.2,12.32
E01024421,1025000.94,47936.67,51.5,3.64
E01024439,861565.14,62396.67,17,1.88
E01024440,343265.57,43453.33,22.6,15.91
E01024476,669621.38,49036.67,32.4,10.55
E01024478,302664.62,39846.67,43.3,30.82
E01024481,1493048.28,118776.67,13.4,29.53
E01024483,508545.27,52066.67,20.1,28.51
E01030296,254333.44,39026.67,16.9,5.76
E01030319,270913.18,38836.67,37.9,15.39
E01030322,305257.25,37476.67,49.6,15.82
E01030323,507199.46,47643.33,7.3,6.54
E01030325,247316.26,38213.33,24.2,8.07
E01030326,336537.15,50596.67,23.7,7.34
E01030329,188996.41,38980,14.9,5.51
E01030330,1097473.03,71933.33,9.6,13.08
E01030331,562741.88,50496.67,18.2,12.7
E01030333,679293.6,68306.67,2.9,4.3
E01030342,547776.52,48046.67,21.5,15.01
E01030350,377041.54,35566.67,32.5,9.78
E01030351,297547.83,42896.67,32.5,28.56
E01030378,411003.65,52416.67,12.9,3.68
E01030386,348258.22,40803.33,21.8,4.85
E01030387,352557.69,46756.67,10.6,4.31
E01030388,607773.68,49580,19.6,9.2
E01030389,446851.43,42740,38.7,9.28
E01030393,487557.26,42303.33,32.4,20.28
E01030396,266567.66,37686.67,20.7,12.76
E01030398,512202.12,50286.67,12.1,5.94
E01030399,309027.17,64066.67,9.4,7.98
E01030400,774103.49,57670,27.6,27.55
E01030401,578994.02,51976.67,19.5,3.86
E01030402,418653.8,40173.33,53.3,21.43
E01030405,393979.94,40253.33,18.9,8.32
E01030408,246553.1,41366.67,20.1,8.41
E01030507,758955.22,77326.67,8.5,18.5
E01030548,230104.71,47110,13.9,3.82
E01030563,628749.8,62170,8.7,9.56
E01030565,223646.05,37710,54.4,24.54
E01030566,530808.71,51666.67,10.7,7.63
E01030567,529481.93,57343.33,13.9,14.73
E01030568,277519.97,35106.67,40.9,4.32
E01030569,527858.66,49076.67,8.2,4.29
E01030604,469734.59,51303.33,14.2,3.94
E01030699,653239.39,58210,7.3,5.56
E01030703,609396.67,52483.33,20.7,9.04
E01030706,661491.46,60010,10,26.68
E01030709,2268998.8,64370,25.9,8.63
E01030743,350466.27,40373.33,36.4,35.72
E01030744,223646.05,54883.33,13,20.74
E01030746,290360.42,46983.33,20.9,47.54
E01030747,488653.16,40823.33,35.2,18.28
E01030748,419714.07,37436.67,57.5,26.37
E01030749,274423.56,55556.67,6,5.2
E01030750,357792.63,37206.67,45,32.12
E01030755,325274.27,43710,38.8,22.16
E01030756,231591.68,39030,37,9.51
E01030820,473709.82,54936.67,7,3.12
E01030844,536014.97,58086.67,13.7,11.16
E01030845,239278.47,39106.67,14.1,4.8
E01030852,301206.07,42186.67,25.2,13.78
E01030853,341249.1,44150,27.3,6.29
E01030854,493782.47,50676.67,24.3,1.3
E01030856,286639.47,41786.67,14.1,1.63
E01030857,729167.07,58940,7.2,16.18
E01030859,1180961.9,63320,12.3,15.46
E01030860,524257.64,49510,35.5,26.64
E01032512,523255.41,46636.67,57.1,21.77
E01032513,622718.81,48183.33,52.9,40.38
E01032562,290922.81,39773.33,35.6,3.38
E01032563,561686.71,52566.67,8.1,6.14
E01032564,255163.35,37326.67,41.8,16.4
E01032565,261369.77,36493.33,41.2,4.44
E01032566,249281.12,40720,25.3,7.95
E01032567,290840.03,44513.33,17.2,3.27
E01032568,319030.67,46500,29.4,7.52
E01032569,273892.97,37973.33,43.3,5.56
E01032570,279374.68,50246.67,12.3,21.49
E01032571,362316.53,40930,46.9,31.72
E01032572,704884.86,59893.33,15.6,8.64
E01032573,822311.25,59133.33,13.2,5.04
E01032574,292370.59,36756.67,33.4,9.18
E01032575,251015.87,35616.67,50.5,7.58
E01032576,471135.6,49753.33,6.6,5.38
E01032577,429136.3,47900,11.7,2.92
E01032579,256434.51,37260,42,8.84
E01032580,253701.19,38336.67,37,8.72
E01032581,211477.02,39676.67,31,10.95
E01032582,661190.11,48273.33,30.2,8.46
E01032583,765465.65,48196.67,28.3,14.76
E01032584,552323.67,47856.67,30.9,34.36
E01032623,871934.89,67573.33,3.5,4.19
E01032624,411090.53,41993.33,20.6,5.94
E01032637,774103.49,70353.33,10.2,45.47
E01032638,950049.85,71340,5.4,9.06
E01032639,448007.06,47113.33,24.8,9.15
E01032640,1041571.45,72350,7.3,49.27
E01032646,766535.83,62776.67,16.2,14.25
E01032719,412565.54,42463.33,33.5,13.92
E01032720,395526.71,43190,39.5,3.9
E01032722,417770.05,42303.33,38.8,17.34
E01032739,860754.86,96896.67,13.2,19.1
E01032740,979532.47,95730,14.8,2.8
E01032741,201946.34,42420,20.2,1.81
E01032742,216006.41,43993.33,25,5.26
E01032743,236391.41,39526.67,28.4,3.29
E01032744,245638.9,38500,34.1,17.56
E01032764,406430.54,52416.67,32.2,18.38
E01032765,361695.79,48190,37.6,26.88
E01032766,617666.73,53600,26.1,11.52
E01032767,568329.37,60823.33,17.2,4.36
E01032768,603161.54,65923.33,15.7,20.07
E01032769,545011.55,59810,22.5,38.11
E01032770,403510.8,59266.67,19.6,69.97
E01032771,628197.78,60680,20.8,12.6
E01032772,451188.11,50973.33,39.2,16.02
E01032773,443247.43,56280,24,15.6
E01032774,448369.57,51800,31.1,30.82
E01032775,498572.54,67450,11.6,25.11
E01032776,470725.44,61213.33,13.2,10.14
E01032777,391074.95,56356.67,22.4,17.46
E01032778,470136.28,60526.67,21.8,14.13
E01032779,559254.67,62923.33,18.5,14.71
E01032780,537642.22,68183.33,15.3,6.28
E01032781,537325.38,63766.67,13.2,13.34
E01032782,515034.1,51816.67,26,3.99
E01032783,356528.03,58640,19,5.47
E01032784,362997.52,50760,29.9,5.56
E01032785,513437.95,54066.67,27,24.39
E01032786,373458.39,44866.67,31.5,3.72
E01032787,382707.81,40940,43.9,3.23
E01032788,971526.79,55526.67,26.5,7.06
E01032789,957420.45,48700,18.5,8.32
E01032790,1250211.5,62950,21.2,1.71
E01032803,695951.06,62156.67,19.3,2.88
E01032805,376979.91,38476.67,41.2,11.94
E01032834,1036526.1,71433.33,11,11.73
E01033000,278062.5,38420,38.5,31.36
E01033030,207752.69,47513.33,19.7,13.23
E01033081,424464.32,46100,24.4,20.98
E01033082,338532.39,45090,26.6,6.73
E01033083,240934.41,50783.33,16.7,9.29
E01033084,251781.47,41873.33,28.6,11.39
E01033085,352773.17,46153.33,36.5,24.93
E01033086,302791.69,37243.33,50.8,21.2
E01033093,750583.94,75823.33,11.5,6.19
E01033098,798019.44,55250,18.5,3.66
E01033099,520591.14,54670,26.2,6.43
E01033100,428188.9,44376.67,30.3,16.69
E01033101,741302.55,67213.33,8.2,6.29
E01033132,562741.88,50116.67,27.9,11.06
E01033133,583768.37,60943.33,12.6,3.11
E01033135,815149.64,76996.67,6.2,17.48
E01033146,225647.54,34493.33,44.5,7.01
E01033148,321467.44,39436.67,40.5,10.9
E01033150,200998.75,40266.67,32.2,26.67
E01033151,244098.04,32993.33,43.4,12.31
E01033153,296898.76,33080,48.9,1.71
E01033207,595373.93,45186.67,46.1,83.51
E01033208,1608284.39,55756.67,25.2,12.12
E01033320,369678.1,45773.33,21.6,16.41
E01033322,296704.29,47246.67,19,7.03
E01033324,485476.71,45196.67,33,13.34
E01033325,316279.05,51303.33,19.1,26.96
E01033327,332360.26,43140,35.4,43.61
E01033341,324684.22,40250,34.6,21.25
E01033424,300586.26,40956.67,25.8,20.07
